Track Number,Latitude,Longitude,Date and Time
Track 01,53.35756478974219,-6.242756278354655,09/02/2013 00:00
Track 01,53.357477680038976,-6.24284844562947,09/02/2013 04:34
Track 01,53.35721641781833,-6.243312566974194,09/02/2013 04:43
Track 01,53.35683901899571,-6.243792526244722,09/02/2013 04:52
Track 01,53.35673701486864,-6.243953257572935,09/02/2013 05:01
Track 01,53.35644133164382,-6.244464695762281,09/02/2013 05:10
Track 01,53.35624964335234,-6.244735411906996,09/02/2013 05:18
Track 01,53.35606700213608,-6.245034384676124,09/02/2013 05:27
Track 01,53.35576740516693,-6.245414360192964,09/02/2013 05:36
Track 01,53.35564144889099,-6.245547992809631,09/02/2013 05:45
Track 01,53.355169781628675,-6.246113801023467,09/02/2013 05:54
Track 01,53.355076632201744,-6.246283815295637,09/02/2013 06:03
Track 01,53.354906537525125,-6.246389447234494,09/02/2013 06:12
Track 01,53.35466928757453,-6.24664553887327,09/02/2013 06:21
Track 01,53.35478714644923,-6.246722096908474,09/02/2013 09:30
Track 01,53.353222372581186,-6.248240752762988,09/02/2013 09:31
Track 01,53.35279883102786,-6.24876016278431,09/02/2013 09:33
Track 01,53.351923259908254,-6.249647158785236,09/02/2013 09:35
Track 01,53.351886795700906,-6.249680270593557,09/02/2013 09:37
Track 01,53.35137216341906,-6.25014460722758,09/02/2013 09:38
Track 01,53.350276948241806,-6.250743077544012,09/02/2013 09:40
Track 01,53.34990913732883,-6.25098105059079,09/02/2013 09:42
Track 01,53.34981454454785,-6.251032214196006,09/02/2013 09:44
Track 01,53.349543327554876,-6.251211893150316,09/02/2013 09:46
Track 01,53.34941017287367,-6.252384412259512,09/02/2013 09:47
Track 01,53.34949672939386,-6.2534070821860945,09/02/2013 09:49
Track 01,53.34911036506626,-6.254516940485733,09/02/2013 09:51
Track 01,53.34864717068639,-6.254947758338625,09/02/2013 09:53
Track 01,53.348497739223085,-6.254985564034102,09/02/2013 09:54
Track 01,53.34844674577649,-6.254959140314264,09/02/2013 09:56
Track 01,53.348276053741394,-6.254910287833646,09/02/2013 09:58
Track 01,53.34753277917105,-6.255015906100203,09/02/2013 10:00
Track 01,53.34748408219408,-6.255933156138792,09/02/2013 10:02
Track 01,53.34731516180917,-6.257402864812696,09/02/2013 10:03
Track 01,53.34710601759672,-6.258333094592937,09/02/2013 10:05
Track 01,53.347009190039074,-6.258776360741844,09/02/2013 10:07
Track 01,53.34701076925811,-6.25906967427239,09/02/2013 10:09
Track 01,53.3467501741296,-6.259946953525213,09/02/2013 10:10
Track 01,53.346580570638935,-6.260654510974365,09/02/2013 10:12
Track 01,53.34633201472963,-6.261855546545896,09/02/2013 10:14
Track 01,53.34619038897147,-6.262469466849236,09/02/2013 10:16
Track 01,53.34609036836046,-6.262940519314279,09/02/2013 10:18
Track 01,53.34598813365885,-6.263397641547507,09/02/2013 10:19
Track 01,53.345552388483846,-6.263429673481935,09/02/2013 10:21
Track 01,53.345586319255055,-6.264227468552114,09/02/2013 10:23
Track 01,53.34540802853102,-6.264942357453967,09/02/2013 10:25
Track 01,53.34537034623061,-6.2654269895680965,09/02/2013 10:26
Track 01,53.345211230710795,-6.265749209533929,09/02/2013 10:28
Track 01,53.34420736194988,-6.265907262783951,09/02/2013 10:30
Track 01,53.34412788278929,-6.266247604391339,09/02/2013 10:32
Track 01,53.34412518316339,-6.266850872983881,09/02/2013 10:34
Track 01,53.34416725451482,-6.267209317460197,09/02/2013 10:35
Track 01,53.34411463053285,-6.267656955106099,09/02/2013 10:37
