Track Number,Latitude,Longitude,Date and Time
Track 00,53.353434201865944,-6.286699040773225,09/02/2013 00:00
Track 00,53.35347648954025,-6.286794588728293,09/02/2013 05:06
Track 00,53.35330455555707,-6.286413112346781,09/02/2013 05:09
Track 00,53.3532974223481,-6.285808756308938,09/02/2013 05:13
Track 00,53.353335013706435,-6.285342320200372,09/02/2013 05:16
Track 00,53.35291953636301,-6.284630382159589,09/02/2013 05:20
Track 00,53.352376033430154,-6.2839705383513085,09/02/2013 05:24
Track 00,53.35099570060272,-6.282325621958956,09/02/2013 05:27
Track 00,53.35050422614983,-6.281820908874408,09/02/2013 05:31
Track 00,53.35042314224123,-6.281759238750164,09/02/2013 05:34
Track 00,53.35010906928406,-6.28176754519809,09/02/2013 05:38
Track 00,53.34990350121411,-6.2798166452461714,09/02/2013 05:42
Track 00,53.348501532315126,-6.279822586872564,09/02/2013 05:45
Track 00,53.3477002805298,-6.280048586506406,09/02/2013 05:49
Track 00,53.34729277096886,-6.280189091297494,09/02/2013 05:52
Track 00,53.34720832663996,-6.280208389706997,09/02/2013 05:56
Track 00,53.34661916336637,-6.280262437372456,09/02/2013 06:00
Track 00,53.34617048587464,-6.280434136565143,09/02/2013 06:03
Track 00,53.345901463372805,-6.278725067682931,09/02/2013 06:07
Track 00,53.34552979333185,-6.276947346503135,09/02/2013 06:10
Track 00,53.344882052437804,-6.277126868364427,09/02/2013 06:14
Track 00,53.34415408487042,-6.276979397816479,09/02/2013 06:18
Track 00,53.34415961758588,-6.276334054076075,09/02/2013 06:21
Track 00,53.34371987161426,-6.275736323135914,09/02/2013 06:25
Track 00,53.343415170358504,-6.2746336308384745,09/02/2013 06:28
Track 00,53.3425649569193,-6.273156107176837,09/02/2013 06:32
Track 00,53.34226476731405,-6.272293435718945,09/02/2013 06:36
Track 00,53.34201596423896,-6.272304079093511,09/02/2013 06:39
Track 00,53.341938100677446,-6.271477442180703,09/02/2013 06:43
Track 00,53.34187472683588,-6.270044662256642,09/02/2013 06:46
Track 00,53.34166018989343,-6.270100344253266,09/02/2013 06:50
Track 00,53.34170777206162,-6.269076853130677,09/02/2013 06:54
Track 00,53.34070345720128,-6.268383663050562,09/02/2013 06:57
Track 00,53.340708683315896,-6.268141603949163,09/02/2013 07:01
Track 00,53.34095416414986,-6.2672154279072325,09/02/2013 07:04
Track 00,53.340780514940676,-6.266347616996458,09/02/2013 07:08
Track 00,53.340756067399596,-6.265561310090074,09/02/2013 07:12
Track 00,53.340591088852925,-6.264551793899157,09/02/2013 07:15
Track 00,53.34022114181172,-6.263663768794047,09/02/2013 07:19
Track 00,53.34051594349358,-6.263475510394986,09/02/2013 07:22
Track 00,53.340046405188836,-6.260750224556737,09/02/2013 07:26
Track 00,53.339985239832906,-6.260675950287214,09/02/2013 09:30
Track 00,53.33912071307842,-6.2614313327597335,09/02/2013 09:31
Track 00,53.338716071546315,-6.261677963892057,09/02/2013 09:33
Track 00,53.33767165671191,-6.262573537526052,09/02/2013 09:35
Track 00,53.33762549841624,-6.263750394958734,09/02/2013 09:37
Track 00,53.33761916284717,-6.264635251565242,09/02/2013 09:39
Track 00,53.33761150569108,-6.265728337880172,09/02/2013 09:41
Track 00,53.33645180990068,-6.2654231688907736,09/02/2013 09:43
Track 00,53.33637957764472,-6.266374217552536,09/02/2013 09:45
Track 00,53.33640785064355,-6.266763386802066,09/02/2013 09:46
Track 00,53.33626863902417,-6.2689519093480355,09/02/2013 09:48
Track 00,53.336196364962014,-6.269120655410321,09/02/2013 09:50
Track 00,53.33617501276334,-6.271456698132685,09/02/2013 09:52
Track 00,53.33623534948884,-6.272419772045648,09/02/2013 09:54
Track 00,53.33630139379644,-6.2731252648663105,09/02/2013 09:56
Track 00,53.33593755484113,-6.273280133491736,09/02/2013 09:58
Track 00,53.33521315843111,-6.273855083419621,09/02/2013 10:00
Track 00,53.33464836290991,-6.274380945352097,09/02/2013 10:01
